"","SOURCE_IP","EXPORT_TIME","INTERFACE_ID","DESTINATION_IP","SOURCE_PORT","DESTINATION_PORT","PROTOCOL","REQUEST_TIME","LOG_ACTION","Reliability","Risk","Type","Country","Locale","Coords","x","simpletype"
"461","5.188.11.25","2018-03-19","eni-28fb6c93","10.83.1.30",52555,21008,6,"2018-02-24","REJECT",4,2,"Malicious Host","HR","Pula","44.8683013916,13.8480997086","3","Malicious Host"
"462","5.188.11.25","2018-03-19","eni-746177b9","10.80.9.242",52555,21007,6,"2018-02-24","REJECT",4,2,"Malicious Host","HR","Pula","44.8683013916,13.8480997086","3","Malicious Host"
"463","5.188.11.25","2018-03-19","eni-9db8fb9d","10.80.1.208",52555,21039,6,"2018-02-24","REJECT",4,2,"Malicious Host","HR","Pula","44.8683013916,13.8480997086","3","Malicious Host"
"464","5.188.11.25","2018-03-19","eni-746177b9","10.80.9.242",52555,21045,6,"2018-02-24","REJECT",4,2,"Malicious Host","HR","Pula","44.8683013916,13.8480997086","3","Malicious Host"
"465","5.188.11.25","2018-03-19","eni-f46d752b","10.80.7.127",52555,21020,6,"2018-02-24","REJECT",4,2,"Malicious Host","HR","Pula","44.8683013916,13.8480997086","3","Malicious Host"
"466","5.188.11.25","2018-03-19","eni-d9305775","10.80.11.80",52555,21075,6,"2018-02-24","REJECT",4,2,"Malicious Host","HR","Pula","44.8683013916,13.8480997086","3","Malicious Host"
"467","5.188.11.25","2018-03-19","eni-9db8fb9d","10.80.1.208",52555,21040,6,"2018-02-24","REJECT",4,2,"Malicious Host","HR","Pula","44.8683013916,13.8480997086","3","Malicious Host"
"468","5.188.11.25","2018-03-19","eni-e001f15b","10.80.2.149",52555,21054,6,"2018-02-24","REJECT",4,2,"Malicious Host","HR","Pula","44.8683013916,13.8480997086","3","Malicious Host"
"469","5.188.11.25","2018-03-19","eni-75e558b2","10.80.6.54",52555,21057,6,"2018-02-24","REJECT",4,2,"Malicious Host","HR","Pula","44.8683013916,13.8480997086","3","Malicious Host"
"470","5.188.11.25","2018-03-19","eni-00eab5bb","10.83.2.133",52555,21033,6,"2018-02-24","REJECT",4,2,"Malicious Host","HR","Pula","44.8683013916,13.8480997086","3","Malicious Host"
"471","5.188.203.113","2018-03-19","eni-e001f15b","10.80.2.149",52394,22,6,"2018-02-23","REJECT",4,2,"Malicious Host","RU","Saint Petersburg","59.8944015503,30.2642002106","3","Malicious Host"
"472","5.188.86.52","2018-03-19","eni-69242a68","10.83.2.79",58799,4000,6,"2018-02-23","REJECT",4,2,"Malicious Host","RU","Saint Petersburg","59.8944015503,30.2642002106","3","Malicious Host"
"473","5.188.86.52","2018-03-19","eni-38cc39e6","10.80.4.143",58799,1000,6,"2018-02-23","REJECT",4,2,"Malicious Host","RU","Saint Petersburg","59.8944015503,30.2642002106","3","Malicious Host"
"474","5.188.86.52","2018-03-19","eni-4f4c1684","10.80.11.15",58799,6000,6,"2018-02-24","REJECT",4,2,"Malicious Host","RU","Saint Petersburg","59.8944015503,30.2642002106","3","Malicious Host"
"475","5.188.86.52","2018-03-19","eni-494f5de4","10.80.11.216",58799,1000,6,"2018-02-24","REJECT",4,2,"Malicious Host","RU","Saint Petersburg","59.8944015503,30.2642002106","3","Malicious Host"
"476","5.188.86.52","2018-03-19","eni-dd7ab728","10.83.11.120",58799,6000,6,"2018-02-24","REJECT",4,2,"Malicious Host","RU","Saint Petersburg","59.8944015503,30.2642002106","3","Malicious Host"
"477","5.188.86.52","2018-03-19","eni-746177b9","10.80.9.242",58799,6000,6,"2018-02-24","REJECT",4,2,"Malicious Host","RU","Saint Petersburg","59.8944015503,30.2642002106","3","Malicious Host"
"478","5.188.86.52","2018-03-19","eni-bd3d2377","10.83.10.96",58799,6000,6,"2018-02-24","REJECT",4,2,"Malicious Host","RU","Saint Petersburg","59.8944015503,30.2642002106","3","Malicious Host"
"479","5.188.86.52","2018-03-19","eni-75e558b2","10.80.6.54",58799,1000,6,"2018-02-24","REJECT",4,2,"Malicious Host","RU","Saint Petersburg","59.8944015503,30.2642002106","3","Malicious Host"
"480","5.188.86.52","2018-03-19","eni-00eab5bb","10.83.2.133",58799,1000,6,"2018-02-24","REJECT",4,2,"Malicious Host","RU","Saint Petersburg","59.8944015503,30.2642002106","3","Malicious Host"
"481","5.188.86.53","2018-03-19","eni-69242a68","10.83.2.79",41217,3007,6,"2018-02-24","REJECT",4,2,"Malicious Host","IE","Macroom","51.9000015259,-8.94999980927","3","Malicious Host"
"482","5.188.86.55","2018-03-19","eni-746177b9","10.80.9.242",56206,3008,6,"2018-02-24","REJECT",4,2,"Malicious Host","IE","Macroom","51.9000015259,-8.94999980927","3","Malicious Host"
"483","5.188.9.25","2018-03-19","eni-f23e6202","10.80.9.246",42272,8090,6,"2018-02-24","ACCEPT",4,2,"Malicious Host","RU","Saint Petersburg","59.8944015503,30.2642002106","3","Malicious Host"
"484","5.188.9.25","2018-03-19","eni-f28fe32d","10.83.7.191",42272,3388,6,"2018-02-24","REJECT",4,2,"Malicious Host","RU","Saint Petersburg","59.8944015503,30.2642002106","3","Malicious Host"
"485","5.188.9.25","2018-03-19","eni-f534ea00","10.80.10.223",42272,3386,6,"2018-02-24","REJECT",4,2,"Malicious Host","RU","Saint Petersburg","59.8944015503,30.2642002106","3","Malicious Host"
"486","5.188.9.25","2018-03-19","eni-746177b9","10.80.9.242",42272,30089,6,"2018-02-24","REJECT",4,2,"Malicious Host","RU","Saint Petersburg","59.8944015503,30.2642002106","3","Malicious Host"
"487","5.188.9.25","2018-03-19","eni-6a5ddeb4","10.83.6.235",42272,13390,6,"2018-02-24","REJECT",4,2,"Malicious Host","RU","Saint Petersburg","59.8944015503,30.2642002106","3","Malicious Host"
"488","5.188.9.25","2018-03-19","eni-f46d752b","10.80.7.127",42272,8092,6,"2018-02-24","REJECT",4,2,"Malicious Host","RU","Saint Petersburg","59.8944015503,30.2642002106","3","Malicious Host"
"489","5.188.9.25","2018-03-19","eni-f46d752b","10.80.7.127",42272,5092,6,"2018-02-24","REJECT",4,2,"Malicious Host","RU","Saint Petersburg","59.8944015503,30.2642002106","3","Malicious Host"
"490","5.188.9.25","2018-03-19","eni-f28fe32d","10.83.7.191",42272,37676,6,"2018-02-24","REJECT",4,2,"Malicious Host","RU","Saint Petersburg","59.8944015503,30.2642002106","3","Malicious Host"
"491","5.188.9.25","2018-03-19","eni-75e558b2","10.80.6.54",42272,2017,6,"2018-02-24","REJECT",4,2,"Malicious Host","RU","Saint Petersburg","59.8944015503,30.2642002106","3","Malicious Host"
"492","5.188.9.25","2018-03-19","eni-f23e6202","10.80.9.246",42272,33916,6,"2018-02-24","ACCEPT",4,2,"Malicious Host","RU","Saint Petersburg","59.8944015503,30.2642002106","3","Malicious Host"
"493","5.188.9.25","2018-03-19","eni-d9305775","10.80.11.80",42272,33924,6,"2018-02-24","REJECT",4,2,"Malicious Host","RU","Saint Petersburg","59.8944015503,30.2642002106","3","Malicious Host"
"494","5.188.9.25","2018-03-19","eni-bd3d2377","10.83.10.96",42272,1111,6,"2018-02-24","REJECT",4,2,"Malicious Host","RU","Saint Petersburg","59.8944015503,30.2642002106","3","Malicious Host"
"495","5.188.9.25","2018-03-19","eni-9d336f42","10.80.5.103",42272,3305,6,"2018-02-24","REJECT",4,2,"Malicious Host","RU","Saint Petersburg","59.8944015503,30.2642002106","3","Malicious Host"
"496","5.188.9.25","2018-03-19","eni-28fb6c93","10.83.1.30",42272,30888,6,"2018-02-24","REJECT",4,2,"Malicious Host","RU","Saint Petersburg","59.8944015503,30.2642002106","3","Malicious Host"
"497","5.188.9.25","2018-03-19","eni-28fb6c93","10.83.1.30",42272,3003,6,"2018-02-24","REJECT",4,2,"Malicious Host","RU","Saint Petersburg","59.8944015503,30.2642002106","3","Malicious Host"
"498","5.188.9.25","2018-03-19","eni-dd7ab728","10.83.11.120",42272,3392,6,"2018-02-24","REJECT",4,2,"Malicious Host","RU","Saint Petersburg","59.8944015503,30.2642002106","3","Malicious Host"
"499","5.188.9.25","2018-03-19","eni-6aa7c76b","10.80.1.159",42272,50000,6,"2018-02-23","REJECT",4,2,"Malicious Host","RU","Saint Petersburg","59.8944015503,30.2642002106","3","Malicious Host"
"500","5.188.9.25","2018-03-19","eni-821d206a","10.83.1.13",42272,3402,6,"2018-02-24","ACCEPT",4,2,"Malicious Host","RU","Saint Petersburg","59.8944015503,30.2642002106","3","Malicious Host"
"501","5.188.9.25","2018-03-19","eni-00eab5bb","10.83.2.133",42272,6789,6,"2018-02-24","REJECT",4,2,"Malicious Host","RU","Saint Petersburg","59.8944015503,30.2642002106","3","Malicious Host"
"502","5.188.9.25","2018-03-19","eni-dd7ab728","10.83.11.120",42272,3333,6,"2018-02-24","REJECT",4,2,"Malicious Host","RU","Saint Petersburg","59.8944015503,30.2642002106","3","Malicious Host"
"503","5.188.9.25","2018-03-19","eni-821d206a","10.83.1.13",42272,3491,6,"2018-02-24","ACCEPT",4,2,"Malicious Host","RU","Saint Petersburg","59.8944015503,30.2642002106","3","Malicious Host"
"504","5.188.9.25","2018-03-19","eni-28fb6c93","10.83.1.30",42272,3089,6,"2018-02-24","REJECT",4,2,"Malicious Host","RU","Saint Petersburg","59.8944015503,30.2642002106","3","Malicious Host"
"505","5.188.9.25","2018-03-19","eni-69242a68","10.83.2.79",42272,11111,6,"2018-02-24","REJECT",4,2,"Malicious Host","RU","Saint Petersburg","59.8944015503,30.2642002106","3","Malicious Host"
"506","5.188.9.25","2018-03-19","eni-17281bda","10.83.8.12",42272,3404,6,"2018-02-24","REJECT",4,2,"Malicious Host","RU","Saint Petersburg","59.8944015503,30.2642002106","3","Malicious Host"
"507","5.188.9.25","2018-03-19","eni-70f26bae","10.80.7.47",42272,33333,6,"2018-02-24","REJECT",4,2,"Malicious Host","RU","Saint Petersburg","59.8944015503,30.2642002106","3","Malicious Host"
"508","5.188.9.25","2018-03-19","eni-746177b9","10.80.9.242",42272,3555,6,"2018-02-24","REJECT",4,2,"Malicious Host","RU","Saint Petersburg","59.8944015503,30.2642002106","3","Malicious Host"
"509","5.188.9.25","2018-03-19","eni-e0a7ef5b","10.83.0.184",42272,3384,6,"2018-02-24","REJECT",4,2,"Malicious Host","RU","Saint Petersburg","59.8944015503,30.2642002106","3","Malicious Host"
"510","5.188.9.25","2018-03-19","eni-e001f15b","10.80.2.149",42272,3490,6,"2018-02-24","REJECT",4,2,"Malicious Host","RU","Saint Petersburg","59.8944015503,30.2642002106","3","Malicious Host"
"511","5.188.9.25","2018-03-19","eni-28fb6c93","10.83.1.30",42272,9995,6,"2018-02-23","REJECT",4,2,"Malicious Host","RU","Saint Petersburg","59.8944015503,30.2642002106","3","Malicious Host"
"512","5.188.9.25","2018-03-19","eni-75e558b2","10.80.6.54",42272,9997,6,"2018-02-24","REJECT",4,2,"Malicious Host","RU","Saint Petersburg","59.8944015503,30.2642002106","3","Malicious Host"
"513","5.8.48.13","2018-03-19","eni-6aa7c76b","10.80.1.159",44714,3399,6,"2018-02-23","REJECT",4,2,"Malicious Host","RU","Saint Petersburg","59.8944015503,30.2642002106","3","Malicious Host"
"514","5.8.48.13","2018-03-19","eni-d9305775","10.80.11.80",44714,23389,6,"2018-02-24","REJECT",4,2,"Malicious Host","RU","Saint Petersburg","59.8944015503,30.2642002106","3","Malicious Host"
"515","5.8.48.13","2018-03-19","eni-3387459c","10.80.8.218",44714,13389,6,"2018-02-24","REJECT",4,2,"Malicious Host","RU","Saint Petersburg","59.8944015503,30.2642002106","3","Malicious Host"
"516","5.8.48.13","2018-03-19","eni-75e558b2","10.80.6.54",44714,3398,6,"2018-02-24","REJECT",4,2,"Malicious Host","RU","Saint Petersburg","59.8944015503,30.2642002106","3","Malicious Host"
"517","50.243.32.97","2018-03-19","eni-38cc39e6","10.80.4.143",5990,23,6,"2018-02-23","REJECT",4,2,"Malicious Host","US","Norristown","39.9832000732,-75.7481002808","3","Malicious Host"
"518","51.15.40.213","2018-03-19","eni-d9305775","10.80.11.80",5078,5060,17,"2018-02-24","REJECT",4,2,"Malicious Host","NL","Haarlem","52.3613014221,4.64639997482","3","Malicious Host"
"519","51.15.40.213","2018-03-19","eni-d9305775","10.80.11.80",5066,5060,17,"2018-02-24","REJECT",4,2,"Malicious Host","NL","Haarlem","52.3613014221,4.64639997482","3","Malicious Host"
"520","51.15.40.213","2018-03-19","eni-00eab5bb","10.83.2.133",5067,5060,17,"2018-02-24","REJECT",4,2,"Malicious Host","NL","Haarlem","52.3613014221,4.64639997482","3","Malicious Host"
"521","51.15.40.213","2018-03-19","eni-00eab5bb","10.83.2.133",5078,5060,17,"2018-02-24","REJECT",4,2,"Malicious Host","NL","Haarlem","52.3613014221,4.64639997482","3","Malicious Host"
"522","51.15.40.213","2018-03-19","eni-00eab5bb","10.83.2.133",5061,5060,17,"2018-02-24","REJECT",4,2,"Malicious Host","NL","Haarlem","52.3613014221,4.64639997482","3","Malicious Host"
"523","51.15.40.213","2018-03-19","eni-d9305775","10.80.11.80",5061,5060,17,"2018-02-24","REJECT",4,2,"Malicious Host","NL","Haarlem","52.3613014221,4.64639997482","3","Malicious Host"
"524","51.15.40.213","2018-03-19","eni-59aba7aa","10.83.9.105",5078,5060,17,"2018-02-24","ACCEPT",4,2,"Malicious Host","NL","Haarlem","52.3613014221,4.64639997482","3","Malicious Host"
"525","51.15.40.213","2018-03-19","eni-746177b9","10.80.9.242",5078,5060,17,"2018-02-24","REJECT",4,2,"Malicious Host","NL","Haarlem","52.3613014221,4.64639997482","3","Malicious Host"
"526","51.15.40.213","2018-03-19","eni-00eab5bb","10.83.2.133",5061,5060,17,"2018-02-24","REJECT",4,2,"Malicious Host","NL","Haarlem","52.3613014221,4.64639997482","3","Malicious Host"
"527","51.15.57.89","2018-03-19","eni-6aa7c76b","10.80.1.159",5071,5060,17,"2018-02-24","REJECT",4,2,"Malicious Host","NL","Haarlem","52.3613014221,4.64639997482","3","Malicious Host"
"528","51.15.57.89","2018-03-19","eni-e0a7ef5b","10.83.0.184",5066,5060,17,"2018-02-24","REJECT",4,2,"Malicious Host","NL","Haarlem","52.3613014221,4.64639997482","3","Malicious Host"
"529","51.15.57.89","2018-03-19","eni-9815cf73","10.80.1.227",5071,5060,17,"2018-02-23","REJECT",4,2,"Malicious Host","NL","Haarlem","52.3613014221,4.64639997482","3","Malicious Host"
"530","51.15.57.89","2018-03-19","eni-6aa7c76b","10.80.1.159",5079,5060,17,"2018-02-24","REJECT",4,2,"Malicious Host","NL","Haarlem","52.3613014221,4.64639997482","3","Malicious Host"
"531","51.15.57.89","2018-03-19","eni-28fb6c93","10.83.1.30",5066,5060,17,"2018-02-24","REJECT",4,2,"Malicious Host","NL","Haarlem","52.3613014221,4.64639997482","3","Malicious Host"
"532","51.15.57.89","2018-03-19","eni-28fb6c93","10.83.1.30",5071,5060,17,"2018-02-23","REJECT",4,2,"Malicious Host","NL","Haarlem","52.3613014221,4.64639997482","3","Malicious Host"
"533","51.15.57.89","2018-03-19","eni-9815cf73","10.80.1.227",5079,5060,17,"2018-02-24","REJECT",4,2,"Malicious Host","NL","Haarlem","52.3613014221,4.64639997482","3","Malicious Host"
"534","51.15.57.89","2018-03-19","eni-6aa7c76b","10.80.1.159",5071,5060,17,"2018-02-23","REJECT",4,2,"Malicious Host","NL","Haarlem","52.3613014221,4.64639997482","3","Malicious Host"
"535","51.15.65.57","2018-03-19","eni-bd3d2377","10.83.10.96",50402,5060,17,"2018-02-24","REJECT",4,2,"Malicious Host","FR","","48.8582000732,2.33870005608","3","Malicious Host"
"536","51.15.87.103","2018-03-19","eni-38cc39e6","10.80.4.143",50364,5060,17,"2018-02-24","REJECT",4,2,"Malicious Host","FR","","48.8582000732,2.33870005608","3","Malicious Host"
"537","54.38.51.213","2018-03-19","eni-d9305775","10.80.11.80",47869,33395,6,"2018-02-24","REJECT",4,2,"Malicious Host","FR","","48.8582000732,2.33870005608","3","Malicious Host"
"538","54.38.51.213","2018-03-19","eni-9b81d59a","10.80.0.84",47869,33400,6,"2018-02-24","REJECT",4,2,"Malicious Host","FR","","48.8582000732,2.33870005608","3","Malicious Host"
"539","54.38.51.213","2018-03-19","eni-6aa7c76b","10.80.1.159",47869,33393,6,"2018-02-24","REJECT",4,2,"Malicious Host","FR","","48.8582000732,2.33870005608","3","Malicious Host"
"540","58.18.137.119","2018-03-19","eni-9b81d59a","10.80.0.84",52064,1433,6,"2018-02-24","REJECT",4,2,"Malicious Host","CN","Baotou","40.6521987915,109.82219696","3","Malicious Host"
"541","58.185.176.108","2018-03-19","eni-59aba7aa","10.83.9.105",31507,22,6,"2018-02-24","ACCEPT",4,2,"Malicious Host","SG","Singapore","1.28550004959,103.856498718","3","Malicious Host"
"542","58.210.182.86","2018-03-19","eni-6a5ddeb4","10.83.6.235",42757,1433,6,"2018-02-24","REJECT",4,2,"Malicious Host","CN","Nanjing","32.0616989136,118.777801514","3","Malicious Host"
"543","58.218.213.146","2018-03-19","eni-f28fe32d","10.83.7.191",9090,22,6,"2018-02-24","ACCEPT",4,2,"Malicious Host","CN","Nanjing","32.0616989136,118.777801514","3","Malicious Host"
"544","58.218.213.146","2018-03-19","eni-6a5ddeb4","10.83.6.235",9090,22,6,"2018-02-24","REJECT",4,2,"Malicious Host","CN","Nanjing","32.0616989136,118.777801514","3","Malicious Host"
"545","58.218.213.146","2018-03-19","eni-dd7ab728","10.83.11.120",9090,22,6,"2018-02-24","REJECT",4,2,"Malicious Host","CN","Nanjing","32.0616989136,118.777801514","3","Malicious Host"
"546","58.218.213.146","2018-03-19","eni-9d336f42","10.80.5.103",9090,22,6,"2018-02-24","REJECT",4,2,"Malicious Host","CN","Nanjing","32.0616989136,118.777801514","3","Malicious Host"
"547","58.52.200.202","2018-03-19","eni-9815cf73","10.80.1.227",59534,1433,6,"2018-02-24","REJECT",4,2,"Malicious Host","CN","Wuhan","30.5800991058,114.273399353","3","Malicious Host"
"548","58.53.219.75","2018-03-19","eni-75e558b2","10.80.6.54",16808,22,6,"2018-02-24","REJECT",4,2,"Malicious Host","CN","Wuhan","30.5800991058,114.273399353","3","Malicious Host"
"549","59.25.240.105","2018-03-19","eni-dd7ab728","10.83.11.120",16684,81,6,"2018-02-24","REJECT",4,2,"Malicious Host","KR","Bucheon","37.4989013672,126.783096313","3","Malicious Host"
"550","60.164.208.135","2018-03-19","eni-6a5ddeb4","10.83.6.235",44601,1433,6,"2018-02-24","REJECT",1,3,"Malicious Host","CN","Lanzhou","36.0564002991,103.792198181","3","Malicious Host"
"551","60.173.82.156","2018-03-19","eni-75e558b2","10.80.6.54",44665,22,6,"2018-02-24","REJECT",4,3,"Malicious Host","CN","Hefei","31.863899231,117.280799866","3","Malicious Host"
"552","60.191.141.100","2018-03-19","eni-e001f15b","10.80.2.149",42818,1433,6,"2018-02-24","REJECT",4,2,"Malicious Host","CN","Huzhou","30.870300293,120.093299866","3","Malicious Host"
"553","60.191.38.77","2018-03-19","eni-9815cf73","10.80.1.227",34302,443,6,"2018-02-24","ACCEPT",4,3,"Malicious Host","CN","Hangzhou","30.2936000824,120.161399841","3","Malicious Host"
"554","60.191.38.77","2018-03-19","eni-9815cf73","10.80.1.227",47172,443,6,"2018-02-24","ACCEPT",4,3,"Malicious Host","CN","Hangzhou","30.2936000824,120.161399841","3","Malicious Host"
"555","60.253.53.72","2018-03-19","eni-d9305775","10.80.11.80",65221,23,6,"2018-02-24","REJECT",4,2,"Malicious Host","KR","Daegu","35.870300293,128.591094971","3","Malicious Host"
"556","61.158.92.100","2018-03-19","eni-6aa7c76b","10.80.1.159",52754,1433,6,"2018-02-23","REJECT",4,2,"Malicious Host","CN","Jiamusi","46.8333015442,130.350006104","3","Malicious Host"
"557","61.160.221.228","2018-03-19","eni-dd7ab728","10.83.11.120",219,3306,6,"2018-02-24","REJECT",4,2,"Malicious Host","CN","Nanjing","32.0616989136,118.777801514","3","Malicious Host"
"558","61.160.236.115","2018-03-19","eni-6aa7c76b","10.80.1.159",7699,1433,6,"2018-02-24","REJECT",4,2,"Malicious Host","CN","Nanjing","32.0616989136,118.777801514","3","Malicious Host"
"559","61.160.254.19","2018-03-19","eni-00eab5bb","10.83.2.133",5956,22,6,"2018-02-24","REJECT",4,2,"Malicious Host","CN","Nanjing","32.0616989136,118.777801514","3","Malicious Host"
"560","62.210.73.60","2018-03-19","eni-f46d752b","10.80.7.127",5197,5060,17,"2018-02-24","REJECT",4,2,"Malicious Host","FR","","48.8582000732,2.33870005608","3","Malicious Host"
"561","62.219.128.221","2018-03-19","eni-38cc39e6","10.80.4.143",3044,81,6,"2018-02-24","REJECT",4,2,"Malicious Host","IL","Tel Aviv","32.0666999817,34.7667007446","3","Malicious Host"
"562","62.29.18.129","2018-03-19","eni-e001f15b","10.80.2.149",12291,23,6,"2018-02-23","REJECT",4,2,"Malicious Host","","","37.7312011719,-122.382598877","3","Malicious Host"
"563","66.111.41.253","2018-03-19","eni-28fb6c93","10.83.1.30",46874,6379,6,"2018-02-24","REJECT",4,2,"Malicious Host","US","Norcross","33.9057998657,-84.1802978516","3","Malicious Host"
"564","66.118.142.167","2018-03-19","eni-dd7ab728","10.83.11.120",46430,81,6,"2018-02-24","REJECT",4,2,"Malicious Host","US","Tampa","27.8866996765,-82.5117034912","3","Malicious Host"
"565","66.206.35.98","2018-03-19","eni-f534ea00","10.80.10.223",13469,5160,17,"2018-02-24","REJECT",4,2,"Malicious Host","US","Latham","42.7526016235,-73.7804031372","3","Malicious Host"
"566","66.206.35.98","2018-03-19","eni-bd3d2377","10.83.10.96",13109,65476,17,"2018-02-24","REJECT",4,2,"Malicious Host","US","Latham","42.7526016235,-73.7804031372","3","Malicious Host"
"567","66.206.35.98","2018-03-19","eni-f28fe32d","10.83.7.191",13579,65476,17,"2018-02-24","REJECT",4,2,"Malicious Host","US","Latham","42.7526016235,-73.7804031372","3","Malicious Host"
"568","66.206.35.98","2018-03-19","eni-bd3d2377","10.83.10.96",13109,7051,17,"2018-02-24","REJECT",4,2,"Malicious Host","US","Latham","42.7526016235,-73.7804031372","3","Malicious Host"
"569","66.206.35.98","2018-03-19","eni-f28fe32d","10.83.7.191",13579,7051,17,"2018-02-24","REJECT",4,2,"Malicious Host","US","Latham","42.7526016235,-73.7804031372","3","Malicious Host"
"570","66.206.35.98","2018-03-19","eni-bd3d2377","10.83.10.96",13109,5160,17,"2018-02-24","REJECT",4,2,"Malicious Host","US","Latham","42.7526016235,-73.7804031372","3","Malicious Host"
"571","66.206.35.98","2018-03-19","eni-f28fe32d","10.83.7.191",13579,5160,17,"2018-02-24","REJECT",4,2,"Malicious Host","US","Latham","42.7526016235,-73.7804031372","3","Malicious Host"
"572","66.206.35.98","2018-03-19","eni-f534ea00","10.80.10.223",13469,7051,17,"2018-02-24","REJECT",4,2,"Malicious Host","US","Latham","42.7526016235,-73.7804031372","3","Malicious Host"
"573","66.240.192.138","2018-03-19","eni-e1fff024","10.83.5.39",58022,8800,6,"2018-02-24","ACCEPT",4,2,"Malicious Host","US","San Diego","32.8073005676,-117.132400513","3","Malicious Host"
"574","66.240.236.119","2018-03-19","eni-f28fe32d","10.83.7.191",58022,9944,6,"2018-02-24","REJECT",4,2,"Malicious Host","US","San Diego","32.8073005676,-117.132400513","3","Malicious Host"
"575","71.6.158.166","2018-03-19","eni-f23e6202","10.80.9.246",18639,2455,6,"2018-02-24","ACCEPT",4,3,"Malicious Host","US","San Diego","32.8073005676,-117.132400513","3","Malicious Host"
"576","71.6.167.142","2018-03-19","eni-28fb6c93","10.83.1.30",32950,8888,17,"2018-02-23","REJECT",4,3,"Malicious Host","US","San Diego","32.8073005676,-117.132400513","3","Malicious Host"
"577","74.82.47.19","2018-03-19","eni-d9305775","10.80.11.80",59255,30005,6,"2018-02-24","REJECT",4,2,"Malicious Host","US","Fremont","37.515499115,-121.896202087","3","Malicious Host"
"578","74.82.47.28","2018-03-19","eni-59aba7aa","10.83.9.105",51460,9200,6,"2018-02-24","ACCEPT",4,2,"Malicious Host","US","Fremont","37.515499115,-121.896202087","3","Malicious Host"
"579","74.82.47.33","2018-03-19","eni-9db8fb9d","10.80.1.208",42028,9200,6,"2018-02-24","REJECT",4,2,"Malicious Host","US","Fremont","37.515499115,-121.896202087","3","Malicious Host"
"580","74.82.47.35","2018-03-19","eni-c5db9b07","10.80.6.147",47770,9200,6,"2018-02-24","ACCEPT",4,2,"Malicious Host","US","Fremont","37.515499115,-121.896202087","3","Malicious Host"
"581","74.82.47.35","2018-03-19","eni-e0a7ef5b","10.83.0.184",43256,9200,6,"2018-02-24","REJECT",4,2,"Malicious Host","US","Fremont","37.515499115,-121.896202087","3","Malicious Host"
"582","74.82.47.35","2018-03-19","eni-4f4c1684","10.80.11.15",34735,9200,6,"2018-02-24","REJECT",4,2,"Malicious Host","US","Fremont","37.515499115,-121.896202087","3","Malicious Host"
"583","74.82.47.50","2018-03-19","eni-f28fe32d","10.83.7.191",18134,53,17,"2018-02-24","REJECT",4,2,"Malicious Host","US","Fremont","37.515499115,-121.896202087","3","Malicious Host"
"584","74.82.47.55","2018-03-19","eni-00eab5bb","10.83.2.133",49987,7547,6,"2018-02-24","REJECT",4,2,"Malicious Host","US","Fremont","37.515499115,-121.896202087","3","Malicious Host"
"585","74.82.47.58","2018-03-19","eni-d9305775","10.80.11.80",62752,53,17,"2018-02-24","REJECT",4,2,"Malicious Host","US","Fremont","37.515499115,-121.896202087","3","Malicious Host"
"586","74.82.47.6","2018-03-19","eni-59aba7aa","10.83.9.105",48319,4786,6,"2018-02-24","ACCEPT",4,2,"Malicious Host","US","Fremont","37.515499115,-121.896202087","3","Malicious Host"
"587","77.109.164.29","2018-03-19","eni-f28fe32d","10.83.7.191",46419,23,6,"2018-02-24","REJECT",4,2,"Malicious Host","CH","","47.1449012756,8.15509986877","3","Malicious Host"
"588","77.72.82.11","2018-03-19","eni-f46d752b","10.80.7.127",45560,44389,6,"2018-02-24","REJECT",4,2,"Malicious Host","GB","Stoke-on-trent","53.0,-2.18330001831","3","Malicious Host"
"589","77.72.82.11","2018-03-19","eni-6aa7c76b","10.80.1.159",45560,80,6,"2018-02-24","ACCEPT",4,2,"Malicious Host","GB","Stoke-on-trent","53.0,-2.18330001831","3","Malicious Host"
"590","77.72.82.135","2018-03-19","eni-c5db9b07","10.80.6.147",59096,4961,6,"2018-02-24","ACCEPT",4,2,"Malicious Host","GB","Stoke-on-trent","53.0,-2.18330001831","3","Malicious Host"
"591","77.72.82.135","2018-03-19","eni-f23e6202","10.80.9.246",59237,3256,6,"2018-02-24","ACCEPT",4,2,"Malicious Host","GB","Stoke-on-trent","53.0,-2.18330001831","3","Malicious Host"
"592","77.72.82.135","2018-03-19","eni-9b81d59a","10.80.0.84",59237,2575,6,"2018-02-24","REJECT",4,2,"Malicious Host","GB","Stoke-on-trent","53.0,-2.18330001831","3","Malicious Host"
"593","77.72.82.135","2018-03-19","eni-2283e0ca","10.80.1.32",52582,2542,6,"2018-02-24","ACCEPT",4,2,"Malicious Host","GB","Stoke-on-trent","53.0,-2.18330001831","3","Malicious Host"
"594","77.72.82.135","2018-03-19","eni-dd7ab728","10.83.11.120",59237,3250,6,"2018-02-24","REJECT",4,2,"Malicious Host","GB","Stoke-on-trent","53.0,-2.18330001831","3","Malicious Host"
"595","77.72.82.135","2018-03-19","eni-70f26bae","10.80.7.47",59096,4967,6,"2018-02-24","REJECT",4,2,"Malicious Host","GB","Stoke-on-trent","53.0,-2.18330001831","3","Malicious Host"
"596","77.72.82.135","2018-03-19","eni-746177b9","10.80.9.242",59096,4962,6,"2018-02-24","REJECT",4,2,"Malicious Host","GB","Stoke-on-trent","53.0,-2.18330001831","3","Malicious Host"
